,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
1511,Declan Young,28.0,Christianity,Federal-gov,128059.0,Husband,White,Federal-gov,Sunderland,1
1512,Mr. George Jackson,32.0,Christianity,Private,420895.0,Husband,White,Private,North Jennifer,1
1513,Kenneth Laura Clarke,38.0,Christianity,Private,166744.0,Unmarried,White,Private,Edinburgh,1
1514,Mr. George Newton,26.0,Christianity,Private,238768.0,Husband,White,Private,New Edward,1
1517,Mr. Elliot Hall,20.0,Christianity,Self-emp-not-inc,211466.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
1520,Mr. Barry Josh Williams,37.0,Buddhism,Private,171150.0,Husband,White,Private,Swindon,1
1523,Miss Dean Martin,26.0,Christianity,Private,28520.0,Not-in-family,White,Private,Edinburgh,1
1524,Mrs. Colin Ashleigh Thomas,17.0,Christianity,Private,103851.0,Own-child,White,Private,Edinburgh,1
1525,Mr. Scott Webster,20.0,Christianity,Private,375077.0,Own-child,White,Private,Edinburgh,1
1526,Mr. Stuart Leslie Atkinson,44.0,Christianity,Private,151504.0,Husband,White,Private,Matthewchester,1
1529,Mr. Frederick Flynn,35.0,Christianity,Private,123606.0,Husband,White,Private,Oxford,1
1532,Jacob Bishop,38.0,Christianity,Private,256723.0,Unmarried,Black,Private,Edinburgh,1
1533,Lee Whitehead,18.0,Christianity,Private,46247.0,Own-child,White,Private,Edinburgh,1
1534,Ronald Roy Lowe,24.0,Christianity,Private,266926.0,Husband,White,Private,Edinburgh,1
1535,Miss Tom Finch,29.0,Christianity,Private,112031.0,Not-in-family,White,Private,Edinburgh,1
1536,Harry Thompson,23.0,Christianity,?,376277.0,Not-in-family,White,?,Edinburgh,1
1540,Mr. Michael Lee,25.0,Christianity,Private,67222.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,1
1545,Dr. Guy Clarke,38.0,Christianity,Private,156728.0,Husband,White,Private,Swindon,1
1546,Iain Russell Marshall,31.0,Christianity,Private,148600.0,Husband,Black,Private,Oxford,1
1547,Mrs. Declan Payne,40.0,Christianity,Private,19914.0,Unmarried,Amer-Indian-Eskimo,Private,Edinburgh,1
1552,Miss Josh Jasmine Bell,32.0,Christianity,Private,367314.0,Not-in-family,White,Private,Edinburgh,1
1555,Mr. Andrew Joshua Wood,41.0,Christianity,Local-gov,218995.0,Husband,White,Local-gov,New Clareview,1
1556,Miss Glenn Annette James,21.0,Islam,Private,57711.0,Not-in-family,White,Private,Edinburgh,1
1559,Mr. Damian Kent,29.0,Christianity,Private,247445.0,Not-in-family,White,Private,Edinburgh,1
1561,Mr. Peter Rogers,25.0,Christianity,Private,180060.0,Own-child,White,Private,Edinburgh,1
1563,Guy Sean Lewis,26.0,Christianity,Private,314177.0,Not-in-family,Black,Private,Edinburgh,1
1564,Brett Williams,35.0,Islam,Private,239755.0,Not-in-family,White,Private,Edinburgh,1
1565,Mr. Alexander Phillips,27.0,Christianity,Private,377680.0,Not-in-family,White,Private,Edinburgh,1
1567,Mr. Garry Hall,27.0,Christianity,Private,294493.0,Other-relative,White,Private,Edinburgh,1
1568,Kevin Roberts,21.0,Christianity,Private,32616.0,Not-in-family,White,Private,Edinburgh,1
1574,Barry Elliott,38.0,Islam,Private,166988.0,Own-child,White,Private,Edinburgh,1
1576,Mrs. Darren Suzanne Daly,42.0,Christianity,Private,182342.0,Not-in-family,White,Private,Leeds,1
1577,Antony Jay Woodward,33.0,Christianity,Private,496743.0,Own-child,White,Private,Edinburgh,1
1578,Mrs. Jason Irene Jackson,21.0,Christianity,Private,154781.0,Not-in-family,White,Private,Edinburgh,1
1579,Ms. Nathan Lynda Taylor,28.0,Christianity,Private,219371.0,Not-in-family,White,Private,Edinburgh,1
1581,Miss Martyn Young,40.0,Christianity,Private,224910.0,Not-in-family,White,Private,Edinburgh,1
1582,Graeme Alex Young,38.0,Christianity,Private,304651.0,Not-in-family,White,Private,Leeds,1
1585,Dennis Walsh,25.0,Islam,Private,169323.0,Own-child,White,Private,Leeds,1
1586,Mr. Ian Davison,47.0,Christianity,Self-emp-not-inc,162924.0,Not-in-family,Asian-Pac-Islander,Self-emp-not-inc,Leicester,1
1589,Ms. Declan Annette Andrews,19.0,Not Stated,Private,197384.0,Own-child,White,Private,Edinburgh,1
1592,Miss Oliver Godfrey,41.0,Christianity,Private,165309.0,Unmarried,White,Private,Edinburgh,1
1593,Alan Carter,28.0,Christianity,Private,215873.0,Own-child,Black,Private,Edinburgh,1
1595,Mr. Brandon Clark,24.0,Christianity,Private,228424.0,Other-relative,Black,Private,Edinburgh,1
1598,Martin Frank Harrison,30.0,Judaism,Private,52199.0,Not-in-family,White,Private,Edinburgh,1
1601,Mrs. Glenn Mills,17.0,Not Stated,?,158762.0,Own-child,White,?,Edinburgh,1
1604,Mr. Jay Scott Wright,24.0,Christianity,Private,207546.0,Husband,White,Private,Edinburgh,1
1606,Mr. Henry Steele,17.0,Christianity,?,228373.0,Own-child,White,?,Edinburgh,1
1607,Billy Lambert,43.0,Christianity,Private,193882.0,Husband,White,Private,Swindon,1
1610,Kieran Abdul Wright,30.0,Christianity,Private,183523.0,Own-child,White,Private,Edinburgh,1
1612,Brian Lewis Bennett,31.0,Christianity,Private,19302.0,Not-in-family,White,Private,Edinburgh,1
1618,Mr. Brandon Hudson,31.0,Christianity,Federal-gov,188569.0,Husband,White,Federal-gov,Bristol,1
1622,Dennis Moss,32.0,Christianity,Private,53042.0,Husband,Black,Private,Edinburgh,1
1624,Mr. Alexander Watts,33.0,Christianity,Private,35595.0,Not-in-family,White,Private,Edinburgh,1
1625,Mr. Simon Oliver,29.0,Christianity,Private,429507.0,Husband,Black,Private,Edinburgh,1
1628,Mr. Max Barrett,29.0,Christianity,Private,186792.0,Husband,White,Private,Lincoln,1
1635,Billy Brown,33.0,Christianity,Private,205390.0,Husband,White,Private,Port Brett,1
1639,Edward Bennett,36.0,Islam,Private,183898.0,Husband,White,Private,Swindon,1
1640,Miss Elliott Natasha Fuller,23.0,Not Stated,Private,311764.0,Own-child,Black,Private,Edinburgh,1
1642,Mr. Douglas Kelly,22.0,Christianity,Private,267174.0,Own-child,Black,Private,Edinburgh,1
1646,Toby Fry,25.0,Not Stated,Private,282063.0,Husband,White,Private,Edinburgh,1
1647,Mr. Tom Andrew Wells,32.0,Not Stated,Private,332379.0,Not-in-family,White,Private,Edinburgh,1
1648,Owen Connor,20.0,Christianity,Private,418324.0,Own-child,White,Private,Edinburgh,1
1649,Christian Lewis,20.0,Christianity,?,263338.0,Own-child,White,?,Edinburgh,1
1652,Miss Terence Baker,23.0,Hinduism,Self-emp-not-inc,202920.0,Unmarried,White,Self-emp-not-inc,Swindon,1
1653,Ms. Damian Sian Bennett,38.0,Christianity,Local-gov,118909.0,Unmarried,Black,Local-gov,Edinburgh,1
1654,Ms. Terry Holmes,20.0,Christianity,Private,286469.0,Own-child,White,Private,Edinburgh,1
1656,Mr. Bradley Reynolds,21.0,Christianity,State-gov,142766.0,Own-child,White,State-gov,Edinburgh,1
1658,Mr. Kenneth Simon Dixon,47.0,Christianity,Local-gov,272780.0,Husband,White,Local-gov,Edinburgh,1
1661,Arthur Saunders,24.0,Islam,Private,64292.0,Not-in-family,White,Private,Edinburgh,1
1663,Wayne Barry Cameron,30.0,Christianity,Private,246439.0,Unmarried,White,Private,Edinburgh,1
1665,Tony Nathan Chapman,24.0,Christianity,Private,228243.0,Not-in-family,White,Private,Edinburgh,1
1666,Liam Phillips,35.0,Christianity,Local-gov,62463.0,Husband,White,Local-gov,Edinburgh,1
1668,Mr. Lewis Alex Davis,24.0,Christianity,Private,165054.0,Husband,White,Private,Edinburgh,1
1671,Lee Grace Webb,22.0,Islam,Private,510072.0,Own-child,White,Private,Edinburgh,1
1672,Clifford Chandler,34.0,Christianity,Private,238246.0,Not-in-family,White,Private,Edinburgh,1
1674,Mr. Bradley Griffiths,22.0,Christianity,Private,131811.0,Husband,White,Private,Edinburgh,1
1676,Mr. Justin Roberts,24.0,Christianity,Private,156807.0,Own-child,Black,Private,Edinburgh,1
1677,Damien Bell,29.0,Christianity,Private,236861.0,Unmarried,White,Private,Edinburgh,1
1678,Mr. Antony Sean Lawson,29.0,Christianity,Self-emp-not-inc,229842.0,Unmarried,Black,Self-emp-not-inc,Edinburgh,1
1679,Norman Chambers,25.0,Christianity,Local-gov,190057.0,Own-child,White,Local-gov,Edinburgh,1
1681,Miss Raymond Amelia Kaur,19.0,Christianity,Private,152545.0,Own-child,White,Private,Edinburgh,1
1682,Mr. Kenneth Smith,26.0,Christianity,Private,153434.0,Own-child,White,Private,Edinburgh,1
1684,Mr. Joshua Evans,24.0,Christianity,Private,239322.0,Not-in-family,White,Private,Edinburgh,1
1687,Mr. Eric Douglas Newman,25.0,Christianity,Private,176520.0,Other-relative,White,Private,Edinburgh,1
1690,Gareth Kenneth Bailey,22.0,Christianity,Private,235722.0,Not-in-family,White,Private,Edinburgh,1
1694,Mr. Clive Paul Davies,31.0,Not Stated,Private,226756.0,Own-child,Black,Private,Edinburgh,1
1696,Mr. Ronald Goodwin,32.0,Christianity,State-gov,171111.0,Not-in-family,White,State-gov,Edinburgh,1
1697,Dr. Frederick Taylor,21.0,Christianity,Private,126314.0,Own-child,White,Private,Edinburgh,1
1700,Mr. Victor Thornton,42.0,Not Stated,Self-emp-not-inc,201522.0,Husband,White,Self-emp-not-inc,Oxford,1
1701,Mr. Roger Christian White,24.0,Not Stated,?,22966.0,Own-child,White,?,Edinburgh,1
1702,Ms. Joel Beth Davies,31.0,Christianity,Private,399088.0,Not-in-family,White,Private,Edinburgh,1
1703,Elliott Damian Rahman,24.0,Not Stated,Private,282202.0,Unmarried,White,Private,Edinburgh,1
1705,Lee Marilyn Harris,44.0,Christianity,Self-emp-not-inc,246862.0,Wife,White,Self-emp-not-inc,Hayleyberg,1
1706,Joe Robert Williams,26.0,Not Stated,Federal-gov,508336.0,Not-in-family,Black,Federal-gov,Edinburgh,1
1707,Mr. Christian Sharp,28.0,Christianity,Local-gov,263431.0,Unmarried,White,Local-gov,Edinburgh,1
1708,Ms. Lee Christine Wells,23.0,Not Stated,Private,235733.0,Not-in-family,White,Private,Edinburgh,1
1711,Clifford Wilson,23.0,Christianity,Self-emp-not-inc,143062.0,Own-child,White,Self-emp-not-inc,Edinburgh,1
1712,Allan Jenkins,26.0,Christianity,Private,199545.0,Wife,White,Private,Edinburgh,1
1717,Peter Hunt,42.0,Christianity,Local-gov,445382.0,Not-in-family,White,Local-gov,Lorraineside,1
1719,Martyn James,27.0,Christianity,Private,157249.0,Not-in-family,White,Private,Edinburgh,1
1720,Mr. Brian Hunter,25.0,Sikhism,Private,109872.0,Husband,White,Private,Edinburgh,1
1721,Charles Walton,30.0,Christianity,Private,149943.0,Not-in-family,Other,Private,Edinburgh,1
1723,Craig Evans,31.0,Christianity,Private,91666.0,Not-in-family,White,Private,Edinburgh,1
1724,Miss Roy Hunter,27.0,Christianity,Private,270276.0,Not-in-family,White,Private,Edinburgh,1
1725,Mr. Keith Moore,44.0,Christianity,Private,161819.0,Husband,White,Private,Oxford,1
1727,Mrs. Joel Kayleigh Potter,27.0,Christianity,Self-emp-not-inc,219897.0,Not-in-family,White,Self-emp-not-inc,Bristol,1
1728,Aaron Robin Schofield,26.0,Sikhism,Private,91683.0,Husband,White,Private,Edinburgh,1
1729,Mr. Arthur Lee,37.0,Christianity,Private,188834.0,Husband,White,Private,Bristol,1
1734,Mr. Ryan Derek Young,41.0,Christianity,Self-emp-not-inc,66632.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,1
1737,Dr. Jeremy Billy Martin,29.0,Christianity,Local-gov,218990.0,Husband,Black,Local-gov,Edinburgh,1
1738,Mark Whittaker,26.0,Christianity,Local-gov,125863.0,Own-child,White,Local-gov,Edinburgh,1
1739,Mrs. Robert Hopkins,35.0,Christianity,Private,225330.0,Not-in-family,White,Private,Edinburgh,1
1742,Mr. Karl Craig Hall,45.0,Christianity,Private,32000.0,Husband,White,Private,Willisstad,1
1743,Callum Josephine Evans,21.0,Christianity,?,124242.0,Own-child,White,?,Edinburgh,1
1744,Miss Geoffrey Begum,27.0,Christianity,Private,278581.0,Own-child,White,Private,Edinburgh,1
1745,Neil Frank Green,31.0,Christianity,Private,230224.0,Not-in-family,White,Private,Leeds,1
1746,Mr. Jacob Martin,30.0,Christianity,Private,204374.0,Not-in-family,White,Private,Edinburgh,1
1748,Mr. Connor Leslie Wilkinson,20.0,Christianity,Private,164922.0,Own-child,White,Private,Edinburgh,1
1751,Ms. Bruce Jennifer Watson,29.0,Christianity,Private,162551.0,Other-relative,Asian-Pac-Islander,Private,Edinburgh,1
1752,Kenneth Hayley Hall,25.0,Christianity,Private,211231.0,Other-relative,White,Private,Oxford,1
1753,Mr. Victor Arthur Gray,26.0,Christianity,Private,169990.0,Husband,White,Private,Leeds,1
1754,Mr. Martin Brandon Collins,38.0,Christianity,Local-gov,255454.0,Unmarried,Black,Local-gov,Bristol,1
1755,Robert Little,36.0,Christianity,Private,28160.0,Unmarried,White,Private,Bristol,1
1760,Ms. Gary Smith,25.0,Christianity,Local-gov,249101.0,Unmarried,Black,Local-gov,Edinburgh,1
1762,Mrs. Vincent Ellis,18.0,Christianity,Local-gov,153405.0,Other-relative,White,Local-gov,Edinburgh,1
1765,Sam Patel,28.0,Christianity,State-gov,303446.0,Husband,White,State-gov,Edinburgh,1
1768,Daniel Elliot Lee,30.0,Islam,Private,226013.0,Not-in-family,Black,Private,Edinburgh,1
1769,Callum Jackson,22.0,Islam,Private,165475.0,Husband,White,Private,Edinburgh,1
1774,Miss Charles Melissa Parkin,27.0,Hinduism,Private,214303.0,Not-in-family,White,Private,Bristol,1
1775,Declan Little,32.0,Christianity,Private,190511.0,Husband,White,Private,East Emmachester,1
1777,Mr. Francis Michael Doyle,29.0,Christianity,Private,188711.0,Unmarried,White,Private,Edinburgh,1
1778,Mrs. Vincent Evans,29.0,Christianity,Private,452205.0,Unmarried,White,Private,Edinburgh,1
1779,Mr. Glenn Dennis,22.0,Christianity,Private,260847.0,Own-child,White,Private,Edinburgh,1
1780,Ms. Mohammed Hazel Simpson,29.0,Christianity,Private,291374.0,Unmarried,Black,Private,Edinburgh,1
1782,Mr. Steven Keith Fletcher,45.0,Christianity,Self-emp-not-inc,133969.0,Husband,Asian-Pac-Islander,Self-emp-not-inc,Swindon,1
1783,Mr. Simon Adam Gallagher,36.0,Christianity,Private,330664.0,Not-in-family,White,Private,Edinburgh,1
1784,Bruce Foster,32.0,Christianity,?,510072.0,Not-in-family,Black,?,Edinburgh,1
1786,Ross Williams,30.0,Christianity,Private,111415.0,Husband,White,Private,Edinburgh,1
1787,Ben Davies,33.0,Not Stated,Private,217235.0,Husband,White,Private,Edinburgh,1
1788,Brett Declan Todd,41.0,Hinduism,Private,121956.0,Not-in-family,Asian-Pac-Islander,Private,Swindon,1
1789,Gerald Smith,23.0,Christianity,Private,120172.0,Not-in-family,White,Private,Edinburgh,1
1790,Ms. Timothy Alice Pearson,36.0,Christianity,Private,343403.0,Not-in-family,White,Private,Edinburgh,1
1792,Derek White,40.0,Christianity,Local-gov,473547.0,Own-child,Black,Local-gov,Edinburgh,1
1794,Gavin Maureen King,32.0,Christianity,Private,348491.0,Not-in-family,Black,Private,Edinburgh,1
1796,Mr. Adrian Karl Moore,30.0,Christianity,Private,421065.0,Not-in-family,White,Private,Edinburgh,1
1798,Ms. Lee Chamberlain,28.0,Christianity,?,169631.0,Wife,White,?,Edinburgh,1
1799,Mr. Wayne Berry,35.0,Christianity,Private,379412.0,Husband,White,Private,Swindon,1
1800,Victor O'Brien,30.0,Christianity,Private,181992.0,Not-in-family,Black,Private,Edinburgh,1
1801,Dean Brown,19.0,Islam,Private,365640.0,Not-in-family,White,Private,Edinburgh,1
1802,Timothy Jenkins,27.0,Christianity,Private,236564.0,Not-in-family,White,Private,Edinburgh,1
1805,Mrs. Ricky Taylor,31.0,Christianity,Private,204704.0,Unmarried,White,Private,Edinburgh,1
1811,Dr. Patrick Lewis,35.0,Christianity,Private,82552.0,Unmarried,White,Private,Edinburgh,1
1812,Miss Gerald Carol Walker,29.0,Christianity,Private,104024.0,Other-relative,White,Private,Edinburgh,1
1817,Norman Moss,24.0,Not Stated,Private,296045.0,Husband,White,Private,Edinburgh,1
1818,Dr. Anthony Smith,29.0,Christianity,Private,246595.0,Own-child,White,Private,Edinburgh,1
1819,Mrs. Darren Murphy,24.0,Christianity,Private,54472.0,Not-in-family,White,Private,Edinburgh,1
1820,Mrs. Graeme Rebecca Pearce,32.0,Not Stated,Private,331065.0,Not-in-family,White,Private,Leeds,1
1821,Robin Debra Morley,24.0,Christianity,Private,161708.0,Own-child,White,Private,Edinburgh,1
1822,Miss Lewis Frost,31.0,Christianity,Private,264936.0,Not-in-family,White,Private,Edinburgh,1
1823,Miss Damien Kayleigh James,27.0,Christianity,Local-gov,113545.0,Not-in-family,White,Local-gov,Edinburgh,1
1825,Dr. Ryan Young,35.0,Not Stated,Private,173806.0,Not-in-family,White,Private,Edinburgh,1
1828,Mr. Conor Lowe,23.0,Christianity,Private,193089.0,Own-child,White,Private,Edinburgh,1
1829,Miss Tom Laura Ali,25.0,Christianity,Local-gov,33432.0,Wife,White,Local-gov,Edinburgh,1
1830,Dr. Max Miles,36.0,Christianity,Private,103110.0,Not-in-family,White,Private,Leicester,1
1831,Mathew Wells,32.0,Christianity,Private,160362.0,Other-relative,White,Private,Edinburgh,1
1832,Ms. Terry Young,35.0,Christianity,Private,204621.0,Own-child,White,Private,Edinburgh,1
1834,Ms. Dominic Megan Owen,23.0,Christianity,?,154373.0,Not-in-family,White,?,Edinburgh,1
1836,Dr. Ross Carr,33.0,Christianity,State-gov,253354.0,Husband,White,State-gov,Swindon,1
1839,Dr. Ross Walton,35.0,Christianity,Private,229732.0,Husband,White,Private,Harrisonchester,1
1840,Mr. Liam Barker,27.0,Christianity,Private,335764.0,Own-child,Black,Private,Edinburgh,1
1841,Miss Francis Maria North,24.0,Christianity,Private,460046.0,Unmarried,White,Private,Edinburgh,1
1842,Miss Charles Diane Jones,19.0,Christianity,?,33487.0,Other-relative,Amer-Indian-Eskimo,?,Edinburgh,1
1846,Mr. Sam Wayne Knight,24.0,Christianity,Private,194102.0,Unmarried,White,Private,Edinburgh,1
1849,Mr. Gerard Chambers,28.0,Christianity,Self-emp-not-inc,208406.0,Husband,White,Self-emp-not-inc,Leeds,1
1851,Mr. Peter Hugh Goddard,24.0,Islam,?,196816.0,Not-in-family,White,?,Edinburgh,1
1853,Dale Tracy O'Connor,25.0,Christianity,Private,99386.0,Own-child,White,Private,Edinburgh,1
1854,Miss Dean Victoria Harris,22.0,Christianity,Private,188569.0,Not-in-family,White,Private,Edinburgh,1
1856,Brandon Jeffrey Fuller,18.0,Christianity,Private,283342.0,Other-relative,Black,Private,Edinburgh,1
1857,Mr. Damian Austin,25.0,Christianity,Private,233777.0,Unmarried,White,Private,Edinburgh,1
1858,Ms. Alex Janice Ali,21.0,Islam,Private,170038.0,Not-in-family,White,Private,Edinburgh,1
1861,Andrew Smith,34.0,Not Stated,Private,126838.0,Husband,White,Private,Leeds,1
1862,Mr. Declan Colin Shaw,19.0,Not Stated,Private,354104.0,Own-child,White,Private,Edinburgh,1
1863,Damien Abbie Moss,20.0,Christianity,Private,176321.0,Own-child,White,Private,Edinburgh,1
1865,Dr. Derek Frederick Barnes,21.0,Christianity,?,376474.0,Own-child,White,?,Edinburgh,1
1866,Ms. Jake Hudson,23.0,Christianity,Private,62507.0,Own-child,White,Private,Edinburgh,1
1869,Conor Donnelly,33.0,Christianity,Private,510072.0,Unmarried,White,Private,Edinburgh,1
1870,Ms. Liam Newton,37.0,Christianity,Private,86150.0,Wife,Asian-Pac-Islander,Private,Watsonton,1
1871,Gregory Terence Walsh,35.0,Christianity,Private,204991.0,Own-child,White,Private,Leeds,1
1873,Mr. Mohamed Martyn Ali,36.0,Christianity,Private,103605.0,Husband,White,Private,Edinburgh,1
1877,Mr. Jeremy West,26.0,Christianity,Federal-gov,144259.0,Own-child,Black,Federal-gov,Edinburgh,1
1879,Graeme Thornton,20.0,Christianity,Private,125010.0,Own-child,White,Private,Edinburgh,1
1882,Mr. David Coleman,34.0,Christianity,Private,157747.0,Husband,White,Private,Swindon,1
1884,Mrs. Abdul Spencer,29.0,Christianity,?,308493.0,Wife,White,?,Edinburgh,1
1885,Craig Dennis Wilkins,25.0,Islam,Private,304032.0,Own-child,White,Private,Edinburgh,1
1886,Gavin Watson,32.0,Christianity,Federal-gov,207301.0,Wife,White,Federal-gov,Oxford,1
1887,Geoffrey King,38.0,Christianity,Private,123211.0,Husband,White,Private,Edinburgh,1
1889,Dr. Jeffrey Robson,30.0,Christianity,?,410351.0,Not-in-family,White,?,Edinburgh,1
1890,Dr. Bryan Oliver Collins,35.0,Christianity,Private,410034.0,Not-in-family,White,Private,Leeds,1
1893,Mr. Tony Moore,26.0,Christianity,Private,125680.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,1
1898,Steven Ashleigh Turner,30.0,Christianity,Private,343699.0,Unmarried,White,Private,Edinburgh,1
1900,Derek Harris,35.0,Christianity,Private,163392.0,Husband,Asian-Pac-Islander,Private,Oxford,1
1901,Mr. Gavin Jack Yates,18.0,Not Stated,?,103810.0,Own-child,White,?,Edinburgh,1
1903,Mrs. Shaun Fuller,26.0,Hinduism,Private,211265.0,Other-relative,Black,Private,Edinburgh,1
1906,Mr. Nigel Shaw,31.0,Christianity,Private,203277.0,Husband,White,Private,Jennaland,1
1908,Bryan Ahmed,45.0,Christianity,Private,26522.0,Wife,White,Private,Swindon,1
1910,Timothy Mark Sharpe,26.0,Islam,Private,90291.0,Own-child,White,Private,Edinburgh,1
1911,Gareth Hudson,21.0,Not Stated,State-gov,181761.0,Own-child,White,State-gov,Edinburgh,1
1912,Mr. Ross Burke,38.0,Christianity,Private,35330.0,Not-in-family,White,Private,Edinburgh,1
1916,Ms. Roger Thomas,21.0,Christianity,Private,108887.0,Own-child,White,Private,Edinburgh,1
1917,Mr. Gerard Garry Coles,23.0,Christianity,Private,199070.0,Own-child,Black,Private,Edinburgh,1
1919,Mr. Ashley Albert Clarke,24.0,Christianity,Private,109307.0,Own-child,White,Private,Edinburgh,1
1920,Mitchell Wright,21.0,Christianity,?,81853.0,Own-child,Asian-Pac-Islander,?,Edinburgh,1
1921,Terry Farrell,35.0,Christianity,Private,23621.0,Not-in-family,White,Private,Edinburgh,1
1924,Miss Roger Katherine Bond,28.0,Christianity,State-gov,130620.0,Unmarried,Asian-Pac-Islander,State-gov,Edinburgh,1
1926,Josh Danielle Matthews,31.0,Not Stated,Private,106437.0,Not-in-family,White,Private,Edinburgh,1
1927,Miss Patrick Burton,28.0,Christianity,Private,79787.0,Not-in-family,White,Private,Edinburgh,1
1929,George Miles,44.0,Christianity,Private,81853.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,1
1931,Ms. Clive Diana Arnold,46.0,Sikhism,Private,27669.0,Not-in-family,White,Private,Edinburgh,1
1933,Gregory Coleman,50.0,Christianity,Private,122493.0,Unmarried,White,Private,Bristol,1
1936,Mr. Ronald Bryan Cartwright,26.0,Christianity,Self-emp-not-inc,282631.0,Husband,White,Self-emp-not-inc,Edinburgh,1
1937,Sean Johnson,18.0,Christianity,Private,98044.0,Own-child,White,Private,Edinburgh,1
1939,Graham Joseph Clark,31.0,Islam,State-gov,60186.0,Not-in-family,White,State-gov,Edinburgh,1
1940,Clive Lawrence Robson,30.0,Christianity,Private,75648.0,Husband,White,Private,Leeds,1
1941,Tony Holmes,29.0,Christianity,Private,201175.0,Not-in-family,Black,Private,Edinburgh,1
1942,Mr. Aaron Clifford Chapman,22.0,Christianity,?,300812.0,Own-child,White,?,Edinburgh,1
1946,Mr. Eric Roberts,26.0,Islam,Private,60726.0,Husband,Black,Private,Edinburgh,1
1947,Dr. Clive Johnson,33.0,Christianity,Self-emp-inc,201763.0,Husband,White,Self-emp-inc,Swindon,1
1951,Ms. Karl Lambert,22.0,Not Stated,Private,60639.0,Not-in-family,White,Private,Edinburgh,1
1952,Craig Anderson,16.0,Christianity,Private,195262.0,Own-child,White,Private,Edinburgh,1
1955,Miss Abdul Barbara Morgan,23.0,Christianity,Private,100587.0,Own-child,Black,Private,Edinburgh,1
1958,Marcus Morris,32.0,Christianity,Self-emp-not-inc,197867.0,Unmarried,White,Self-emp-not-inc,Edinburgh,1
1960,Iain Michael Williams,38.0,Christianity,Private,277347.0,Husband,White,Private,Lake Louise,1
1961,Mrs. Leigh Davies,33.0,Christianity,Private,125249.0,Own-child,White,Private,Edinburgh,1
1962,Ronald Hill,41.0,Not Stated,Private,222142.0,Husband,White,Private,Bristol,1
1964,Miss Declan Hazel Thompson,28.0,Christianity,Private,359155.0,Wife,White,Private,Russellview,1
1969,Miss Stanley Evans,37.0,Christianity,Private,393673.0,Wife,White,Private,Swindon,1
1974,Charlie Brandon Gallagher,25.0,Not Stated,Private,353010.0,Not-in-family,White,Private,Edinburgh,1
1975,Dr. Damien Wayne Jones,30.0,Christianity,Private,54131.0,Not-in-family,White,Private,Edinburgh,1
1979,Mr. Nicholas Begum,30.0,Christianity,Private,488720.0,Other-relative,White,Private,Edinburgh,1
1983,Miss Craig Crawford,26.0,Christianity,Private,192149.0,Own-child,White,Private,Edinburgh,1
1987,Mr. Jason Danny Burns,28.0,Not Stated,Federal-gov,183151.0,Husband,White,Federal-gov,Edinburgh,1
1989,Jake Brown,31.0,Christianity,Private,165148.0,Unmarried,White,Private,Edinburgh,1
1991,Mrs. Gordon Griffiths,35.0,Islam,Private,47707.0,Not-in-family,Black,Private,Edinburgh,1
1992,Lawrence Robinson,34.0,Not Stated,Self-emp-not-inc,306982.0,Husband,Asian-Pac-Islander,Self-emp-not-inc,Edinburgh,1
1994,Miss Phillip Sara Morgan,27.0,Christianity,Private,158156.0,Not-in-family,White,Private,Edinburgh,1
1999,Miss Daniel Katie Mitchell,23.0,Christianity,Private,175183.0,Not-in-family,White,Private,Edinburgh,1
2002,Mr. Keith Charles Bell,23.0,Not Stated,Private,228452.0,Not-in-family,White,Private,Edinburgh,1
2005,Mr. Matthew Long,24.0,Christianity,Private,336360.0,Own-child,Black,Private,Edinburgh,1
2006,Mr. Malcolm Sam Hughes,32.0,Christianity,Private,257644.0,Unmarried,White,Private,Edinburgh,1
2007,Mr. Paul Bishop,24.0,Not Stated,State-gov,235853.0,Not-in-family,White,State-gov,Edinburgh,1
2008,Mrs. Reece Smith,30.0,Christianity,Private,270577.0,Unmarried,White,Private,Edinburgh,1
2009,Ms. Marc Kathryn O'Neill,32.0,Christianity,Local-gov,222900.0,Not-in-family,White,Local-gov,Turnbullside,1
2014,Mr. Adam Mitchell,34.0,Not Stated,Private,189843.0,Husband,White,Private,Edinburgh,1
2017,Mr. Danny Mitchell,37.0,Christianity,State-gov,160402.0,Husband,White,State-gov,Edinburgh,1
2018,Mrs. Abdul Patel,36.0,Christianity,Private,170263.0,Unmarried,White,Private,Edinburgh,1
2027,Darren Mohammed Martin,19.0,Christianity,Private,236769.0,Own-child,White,Private,Edinburgh,1
2028,Albert Yates,44.0,Christianity,Federal-gov,239539.0,Husband,Asian-Pac-Islander,Federal-gov,Swindon,1
2029,Ms. Jamie Lane,39.0,Christianity,Private,34028.0,Unmarried,White,Private,Bristol,1
2030,Guy Ross,46.0,Hinduism,State-gov,207847.0,Unmarried,White,State-gov,Edinburgh,1
2032,Mrs. Jonathan Rice,22.0,Christianity,Federal-gov,218445.0,Not-in-family,White,Federal-gov,Edinburgh,1
2034,Stuart Ian Parkes,26.0,Christianity,Private,156976.0,Not-in-family,Black,Private,Edinburgh,1
