,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
9296,Henry Nixon,34.0,Christianity,Private,357954.0,Husband,White,Private,West Dianafort,2
9298,Mr. Dylan Gardiner,45.0,Not Stated,Private,234652.0,Husband,White,Private,Edinburgh,2
9301,Mr. Derek Lewis Clarke,60.0,Not Stated,Private,157305.0,Not-in-family,White,Private,Edinburgh,2
9304,Callum Dunn,65.0,Judaism,Federal-gov,173754.0,Husband,White,Federal-gov,Ruthhaven,2
9305,Mr. Clifford Skinner,40.0,Christianity,Private,211154.0,Husband,White,Private,Oxford,2
9310,Miss Robert Hughes,44.0,Christianity,Private,209894.0,Wife,White,Private,Swindon,2
9314,Mr. Thomas Power,36.0,Not Stated,Private,101978.0,Not-in-family,White,Private,Lincoln,2
9317,Dr. Damian Evans,51.0,Christianity,Private,149770.0,Unmarried,White,Private,Jacobland,2
9320,Miss Douglas Baxter,36.0,Christianity,Private,116608.0,Unmarried,White,Private,Edinburgh,2
9322,Ms. Steven Lisa Baxter,47.0,Christianity,Local-gov,93476.0,Not-in-family,White,Local-gov,Edinburgh,2
9326,Toby Ian Mellor,55.0,Christianity,Private,311020.0,Husband,White,Private,Port Oliver,2
9327,Ms. Vincent Miah,62.0,Christianity,Private,210464.0,Other-relative,Black,Private,Edinburgh,2
9331,Stanley Berry,62.0,Christianity,?,160625.0,Husband,White,?,Swindon,2
9337,Mr. Oliver Christopher Nicholson,73.0,Hinduism,Private,192740.0,Husband,White,Private,Oxford,2
9338,Miss Patrick Doyle,45.0,Christianity,Private,201924.0,Unmarried,White,Private,Leeds,2
9339,Gregory Davies,36.0,Christianity,Private,77146.0,Not-in-family,White,Private,Leicester,2
9344,Ms. Gerald Harriet Hall,50.0,Christianity,Private,166758.0,Not-in-family,White,Private,Edinburgh,2
9345,Mr. Kieran Lambert,32.0,Christianity,Private,183811.0,Husband,White,Private,Edinburgh,2
9346,Mr. Neil Slater,41.0,Judaism,Self-emp-not-inc,254818.0,Unmarried,White,Self-emp-not-inc,Edinburgh,2
9349,Ms. Anthony Phillips,66.0,Christianity,Private,190568.0,Not-in-family,White,Private,Edinburgh,2
9350,Ms. Jack Jones,43.0,Christianity,State-gov,211915.0,Unmarried,White,State-gov,Edinburgh,2
9351,Mr. Abdul Reeves,34.0,Christianity,Self-emp-not-inc,295621.0,Husband,Black,Self-emp-not-inc,West Richard,2
9353,Dr. Dylan Collins,43.0,Christianity,Private,204235.0,Husband,White,Private,Swindon,2
9354,Ms. Jeffrey Bryant,50.0,Christianity,Private,186982.0,Not-in-family,White,Private,Edinburgh,2
9357,Mr. Geoffrey James Allan,38.0,Not Stated,Private,164898.0,Husband,White,Private,Bristol,2
9362,Jack Mitchell Owen,46.0,Christianity,Private,201595.0,Husband,White,Private,Leicester,2
9363,Mr. Anthony Bird,45.0,Christianity,Self-emp-inc,165815.0,Husband,White,Self-emp-inc,Edinburgh,2
9365,Jonathan Anthony Barrett,46.0,Christianity,Local-gov,344172.0,Husband,White,Local-gov,Swindon,2
9370,Martyn Parkes,51.0,Christianity,Private,304260.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,2
9373,Aaron Liam Sheppard,43.0,Christianity,Private,77373.0,Husband,White,Private,Oxford,2
9375,Mr. Louis Rowe,35.0,Christianity,Private,36385.0,Husband,White,Private,Rachelstad,2
9376,Mr. Leonard Harry Jackson,64.0,Christianity,Private,110150.0,Husband,White,Private,Leeds,2
9378,Mr. Bernard Peters,40.0,Christianity,Private,127772.0,Husband,White,Private,Oxford,2
9379,Dr. Thomas Roberts,47.0,Christianity,Self-emp-not-inc,199058.0,Not-in-family,White,Self-emp-not-inc,Swindon,2
9380,Carl Norman North,56.0,Buddhism,Private,285730.0,Not-in-family,White,Private,Edinburgh,2
9382,Ms. Gregory Sylvia Bennett,60.0,Christianity,State-gov,97030.0,Not-in-family,White,State-gov,Edinburgh,2
9383,Mr. Brandon Watkins,53.0,Christianity,Private,67090.0,Husband,White,Private,Swindon,2
9384,Mr. Arthur Owen,44.0,Christianity,Private,397963.0,Not-in-family,White,Private,Edinburgh,2
9385,Mrs. Charlie Jemma Skinner,46.0,Christianity,Private,182533.0,Unmarried,Asian-Pac-Islander,Private,Edinburgh,2
9387,Allan Hurst,57.0,Islam,Private,365050.0,Unmarried,Black,Private,Edinburgh,2
9396,Mr. Michael Graham Roberts,68.0,Christianity,?,192916.0,Husband,White,?,Edinburgh,2
9397,Justin Crawford,32.0,Christianity,Private,219318.0,Unmarried,White,Private,Edinburgh,2
9400,Mrs. Karl Katherine Burns,52.0,Christianity,Private,200576.0,Not-in-family,White,Private,Edinburgh,2
9401,Mr. Nigel Maurice Wells,53.0,Christianity,Private,172962.0,Husband,White,Private,Swindon,2
9402,Jay Dominic Nicholls,45.0,Islam,Private,44006.0,Not-in-family,White,Private,Edinburgh,2
9403,Dale Gough,38.0,Christianity,Private,212826.0,Husband,Black,Private,Edinburgh,2
9405,Martin Curtis,59.0,Christianity,Federal-gov,200700.0,Husband,Black,Federal-gov,Bristol,2
9406,Mr. Dean Lewis,60.0,Not Stated,Self-emp-not-inc,41258.0,Husband,White,Self-emp-not-inc,Swindon,2
9408,Roy Robson,61.0,Christianity,?,230165.0,Husband,Black,?,East Barbarafurt,2
9411,Mr. Dylan McCarthy,42.0,Christianity,Private,349884.0,Husband,White,Private,Edinburgh,2
9416,Ms. Leon Pamela Khan,46.0,Not Stated,State-gov,319666.0,Unmarried,White,State-gov,Leeds,2
9417,Miss Ryan Schofield,39.0,Christianity,Private,155961.0,Unmarried,Black,Private,Edinburgh,2
9418,Thomas Ellis,63.0,Christianity,?,447079.0,Not-in-family,White,?,Edinburgh,2
9426,Mr. Donald Stevens,51.0,Islam,Federal-gov,237819.0,Husband,White,Federal-gov,Swindon,2
9428,Miss George Powell,65.0,Christianity,Private,379062.0,Unmarried,White,Private,Edinburgh,2
9430,Paul Chloe West,45.0,Christianity,Local-gov,326064.0,Unmarried,Black,Local-gov,Edinburgh,2
9433,Mr. Kieran Owen,49.0,Christianity,Self-emp-not-inc,209057.0,Own-child,White,Self-emp-not-inc,Swindon,2
9435,Mr. Jeremy Morris,65.0,Christianity,Private,154171.0,Husband,White,Private,Swindon,2
9436,Graham Parsons,39.0,Christianity,Private,119098.0,Husband,White,Private,Jessicaborough,2
9438,Clive Clayton,59.0,Christianity,?,210031.0,Unmarried,White,?,Bristol,2
9443,Roy Young,50.0,Christianity,State-gov,242517.0,Not-in-family,White,State-gov,Bristol,2
9444,Mr. Neil Ellis,64.0,Christianity,Private,298113.0,Not-in-family,White,Private,Edinburgh,2
9446,Mr. Josh Patel,49.0,Christianity,Private,155862.0,Not-in-family,White,Private,Leeds,2
9450,Mr. Gareth Powell,39.0,Christianity,Private,49020.0,Husband,White,Private,Edinburgh,2
9452,Thomas Brian Ross,57.0,Christianity,Private,157749.0,Husband,White,Private,Oxford,2
9453,Donald Faulkner,32.0,Hinduism,Private,131568.0,Unmarried,White,Private,Edinburgh,2
9454,Julian Fitzgerald,46.0,Christianity,Private,332355.0,Husband,White,Private,Swindon,2
9456,Mr. Marc Turner,56.0,Christianity,Local-gov,305767.0,Husband,Asian-Pac-Islander,Local-gov,Edinburgh,2
9459,Lee Hugh Cox,54.0,Buddhism,Private,102828.0,Husband,White,Private,Oxford,2
9465,Dr. Graeme Timothy Bryan,52.0,Christianity,Federal-gov,192386.0,Husband,White,Federal-gov,Edinburgh,2
9467,Martin Clark,31.0,Christianity,Private,113129.0,Not-in-family,White,Private,Edinburgh,2
9474,Mr. Luke Flynn,74.0,Not Stated,Self-emp-not-inc,119129.0,Husband,White,Self-emp-not-inc,Edinburgh,2
9475,Max Nicholas Ellis,57.0,Christianity,Self-emp-not-inc,162130.0,Husband,White,Self-emp-not-inc,Swindon,2
9479,Mr. Charles Lamb,43.0,Christianity,Self-emp-not-inc,187322.0,Unmarried,White,Self-emp-not-inc,Edinburgh,2
9480,Mr. Matthew Bolton,47.0,Christianity,Private,34845.0,Husband,White,Private,Edinburgh,2
9487,Mr. Frank Toby Edwards,48.0,Christianity,Federal-gov,147397.0,Husband,White,Federal-gov,Swindon,2
9488,Miss Terry Faulkner,47.0,Christianity,Private,24728.0,Not-in-family,White,Private,Bristol,2
9489,Mrs. James Kelly,37.0,Christianity,Private,177616.0,Not-in-family,White,Private,Edinburgh,2
9490,Dennis Russell,55.0,Christianity,Private,163826.0,Not-in-family,White,Private,Edinburgh,2
9493,Kevin Price,37.0,Christianity,Self-emp-inc,116133.0,Husband,White,Self-emp-inc,Swindon,2
9494,Hugh Martin,57.0,Christianity,Self-emp-not-inc,196307.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,2
9499,Allan Giles,41.0,Buddhism,State-gov,26892.0,Not-in-family,White,State-gov,Edinburgh,2
9500,Mr. Joel Goodwin,56.0,Christianity,Private,102058.0,Husband,White,Private,Sunderland,2
9502,Adrian Hussain,68.0,Christianity,Local-gov,233681.0,Husband,White,Local-gov,Swindon,2
9503,Miss Daniel Diane Hall,60.0,Christianity,Private,26756.0,Not-in-family,White,Private,Lincoln,2
9504,Mr. Anthony Roger Graham,38.0,Christianity,Private,192337.0,Husband,White,Private,Swindon,2
9509,Ms. Martyn Mandy Cunningham,66.0,Christianity,Private,185336.0,Other-relative,White,Private,Edinburgh,2
9510,Dean Mathew Singh,52.0,Christianity,Self-emp-not-inc,125417.0,Husband,White,Self-emp-not-inc,Swindon,2
9512,Mrs. Joshua Johnston,36.0,Christianity,Private,146412.0,Unmarried,White,Private,Edinburgh,2
9513,Martin Dawson,41.0,Christianity,Private,53956.0,Not-in-family,White,Private,Edinburgh,2
9514,Mr. Abdul Porter,74.0,Not Stated,Private,175491.0,Husband,White,Private,Swindon,2
9515,Mr. Guy Sullivan,74.0,Christianity,?,33186.0,Husband,White,?,Edinburgh,2
9519,Nathan Stokes,46.0,Christianity,Private,139268.0,Husband,White,Private,Swindon,2
9520,Jacob Jason Young,38.0,Christianity,Private,33887.0,Other-relative,White,Private,Edinburgh,2
9525,Mrs. Kieran Kim Wright,74.0,Christianity,Private,187656.0,Not-in-family,White,Private,Edinburgh,2
9526,Bernard Robertson,46.0,Christianity,Private,102308.0,Husband,White,Private,Edinburgh,2
9527,Henry Richard Davies,42.0,Christianity,Private,124639.0,Not-in-family,Black,Private,Edinburgh,2
9536,Ricky Williamson,48.0,Christianity,Federal-gov,55377.0,Unmarried,Black,Federal-gov,Leeds,2
9543,Ms. Stephen Hall,71.0,Christianity,Private,170428.0,Unmarried,White,Private,Leicester,2
9545,Miss Derek Jessica Young,67.0,Christianity,Private,193132.0,Not-in-family,Black,Private,Edinburgh,2
9546,Mr. Keith Owen,57.0,Christianity,Self-emp-inc,124137.0,Husband,White,Self-emp-inc,Swindon,2
9550,Mrs. Josh Gillian Lamb,51.0,Not Stated,Private,63424.0,Wife,White,Private,Leeds,2
9551,Mr. Gordon King,44.0,Buddhism,Private,241895.0,Husband,White,Private,Swindon,2
9553,Gavin Morris,33.0,Christianity,Private,188048.0,Own-child,White,Private,Edinburgh,2
9562,Frank Stanley,45.0,Christianity,Private,117409.0,Husband,White,Private,Swindon,2
9564,Ms. Damien Glover,49.0,Christianity,State-gov,31650.0,Other-relative,White,State-gov,Edinburgh,2
9572,Ryan Howard Morgan,45.0,Christianity,Private,467799.0,Husband,White,Private,Leeds,2
9573,Mr. Gerald Glenn Jones,33.0,Christianity,Self-emp-not-inc,137674.0,Husband,Black,Self-emp-not-inc,Oxford,2
9574,Mr. Elliott Damien Smith,50.0,Christianity,Private,158284.0,Husband,White,Private,Swindon,2
9577,Mr. Gary Owen Walker,60.0,Christianity,Federal-gov,63526.0,Husband,Black,Federal-gov,Leeds,2
9579,Mr. Colin Gray,38.0,Christianity,Private,372559.0,Husband,Black,Private,Swindon,2
9582,Mr. Elliot Jonathan Barber,69.0,Christianity,Local-gov,61958.0,Husband,White,Local-gov,Edinburgh,2
9584,Mr. Phillip Stewart,54.0,Not Stated,Private,311350.0,Husband,White,Private,Patrickstad,2
9585,Mr. Duncan Ryan Taylor,38.0,Islam,Private,359591.0,Husband,White,Private,Walkerstad,2
9588,Mr. Joel Iain Phillips,52.0,Christianity,Private,185407.0,Husband,White,Private,Swindon,2
9591,Mr. Simon Mohammad Allen,48.0,Christianity,Private,216999.0,Husband,White,Private,Sunderland,2
9593,Shaun Fry,34.0,Christianity,Private,122612.0,Not-in-family,Asian-Pac-Islander,Private,Edinburgh,2
9595,Mr. Marc Carter,41.0,Christianity,State-gov,197558.0,Not-in-family,White,State-gov,Oxford,2
9597,Mr. Graham Spencer,54.0,Christianity,Self-emp-not-inc,121761.0,Husband,Asian-Pac-Islander,Self-emp-not-inc,Oxford,2
9599,Oliver Burgess,47.0,Christianity,Private,268281.0,Not-in-family,White,Private,Edinburgh,2
9602,Brandon Burton,62.0,Islam,Private,35783.0,Husband,White,Private,Fosterland,2
9609,Max Yates,51.0,Christianity,Private,72351.0,Not-in-family,White,Private,Swindon,2
9610,Dr. Kevin Murphy,43.0,Christianity,Local-gov,185129.0,Husband,White,Local-gov,North Antonyborough,2
9611,Mr. Aaron Davies,36.0,Not Stated,Private,188571.0,Husband,White,Private,Leeds,2
9616,Antony Glenn Thomas,39.0,Christianity,Private,295127.0,Husband,White,Private,South Kim,2
9617,Declan Paul Chapman,35.0,Not Stated,Local-gov,183801.0,Not-in-family,White,Local-gov,Edinburgh,2
9618,Ms. Phillip Patel,40.0,Christianity,Private,116218.0,Unmarried,White,Private,Edinburgh,2
9619,Jacob Cox,41.0,Christianity,Private,143069.0,Husband,White,Private,Sunderland,2
9621,Mr. Connor Lowe,57.0,Christianity,Private,112840.0,Husband,White,Private,Swindon,2
9622,Mr. Damian Porter,65.0,Christianity,Local-gov,146454.0,Husband,White,Local-gov,Edinburgh,2
9623,Glen Tucker,52.0,Christianity,Federal-gov,43705.0,Husband,White,Federal-gov,East Raymond,2
9624,Dr. Nigel Charlie Morgan,60.0,Christianity,Private,122283.0,Husband,Asian-Pac-Islander,Private,Swindon,2
9625,Gerard Graeme Thompson,47.0,Christianity,Private,101299.0,Husband,White,Private,Swindon,2
9626,Colin Hewitt,46.0,Christianity,Private,96798.0,Unmarried,White,Private,Edinburgh,2
9632,Mohammad Collins,72.0,Hinduism,Private,183678.0,Husband,White,Private,Swindon,2
9634,Mr. Stewart Smith,57.0,Christianity,Self-emp-not-inc,57071.0,Husband,White,Self-emp-not-inc,Edinburgh,2
9635,Leonard Robertson,71.0,Christianity,?,35303.0,Husband,White,?,Swindon,2
9638,Mr. Marcus Brown,42.0,Christianity,Private,58124.0,Husband,White,Private,Edinburgh,2
9642,Antony Clark,58.0,Christianity,?,334585.0,Wife,White,?,Edinburgh,2
9644,James Karen Knight,46.0,Not Stated,?,443179.0,Not-in-family,White,?,Edinburgh,2
9645,Brian Roberts,64.0,Christianity,?,239529.0,Not-in-family,White,?,Edinburgh,2
9649,Harry Poole,57.0,Christianity,Self-emp-inc,21626.0,Not-in-family,White,Self-emp-inc,Edinburgh,2
9651,Mrs. Callum Edwards,44.0,Christianity,Private,190532.0,Not-in-family,White,Private,Port Jasminebury,2
9652,Mr. Sean Simpson,53.0,Christianity,Federal-gov,266598.0,Husband,White,Federal-gov,Swindon,2
9655,Ms. Elliot Amelia Hill,55.0,Christianity,Federal-gov,21698.0,Unmarried,White,Federal-gov,Bristol,2
9657,Scott Mitchell,40.0,Christianity,Private,176602.0,Not-in-family,Black,Private,Edinburgh,2
9659,Mr. Terence Wilson,68.0,Christianity,?,146645.0,Husband,White,?,Swindon,2
9662,Stuart Shane Gibbons,51.0,Hinduism,State-gov,173020.0,Husband,White,State-gov,Swindon,2
9666,Elliot Damian Fletcher,35.0,Christianity,Self-emp-not-inc,426431.0,Husband,White,Self-emp-not-inc,Judithville,2
9668,Sam Scott Hughes,74.0,Christianity,?,143516.0,Husband,White,?,Leeds,2
9671,Mr. Jeremy Ricky Boyle,46.0,Christianity,Federal-gov,110884.0,Not-in-family,Amer-Indian-Eskimo,Federal-gov,Edinburgh,2
9673,Mrs. Albert Kaur,45.0,Christianity,Private,81400.0,Wife,White,Private,Edinburgh,2
9674,Miss Graeme Kathryn Fox,70.0,Hinduism,?,97831.0,Unmarried,White,?,Edinburgh,2
9675,Raymond Dean,57.0,Christianity,Private,180920.0,Husband,White,Private,Leicester,2
9682,Dr. Peter Owen,48.0,Christianity,Private,112906.0,Husband,White,Private,Oxford,2
9686,Dr. Benjamin Smith,33.0,Christianity,Self-emp-not-inc,134727.0,Husband,White,Self-emp-not-inc,Leeds,2
9687,Gregory Jay Ferguson,38.0,Christianity,Private,208391.0,Husband,White,Private,Amberside,2
9691,Scott Baker,55.0,Christianity,Private,185436.0,Husband,White,Private,Leicester,2
9694,Gavin Holmes,57.0,Christianity,Local-gov,370045.0,Husband,White,Local-gov,Swindon,2
9696,Mr. Derek Young,38.0,Christianity,Private,231180.0,Husband,White,Private,Leeds,2
9698,Mr. Brandon Christopher Smith,39.0,Christianity,Private,102178.0,Husband,White,Private,Elliottland,2
9699,Mr. Hugh Jason Williams,74.0,Not Stated,?,135039.0,Husband,White,?,Edinburgh,2
9701,Ms. Mohammed Roberts,49.0,Christianity,Private,232840.0,Unmarried,White,Private,Edinburgh,2
9702,Mr. Simon Trevor Kirk,35.0,Christianity,Private,33975.0,Husband,White,Private,Albertberg,2
9704,Mr. Rhys Stewart Sanders,64.0,Christianity,Private,298301.0,Husband,White,Private,Edinburgh,2
9706,Billy Atkinson,46.0,Christianity,Local-gov,182100.0,Husband,White,Local-gov,Swindon,2
9708,Mrs. Hugh Nicole Singh,44.0,Christianity,State-gov,143939.0,Unmarried,White,State-gov,Edinburgh,2
9712,Stewart Mills,63.0,Judaism,Private,236338.0,Wife,White,Private,Bristol,2
9716,Mrs. Dean Hall,45.0,Christianity,Self-emp-inc,185497.0,Wife,Asian-Pac-Islander,Self-emp-inc,Leeds,2
9722,Mr. Jeremy Nicholson,38.0,Christianity,Private,203836.0,Husband,White,Private,Swindon,2
9725,Luke William Smith,47.0,Christianity,Self-emp-inc,198660.0,Husband,White,Self-emp-inc,Lake Jonathan,2
9727,Mrs. Roy Cox,50.0,Christianity,Private,120629.0,Unmarried,White,Private,Edinburgh,2
9731,Jeremy Matthews,54.0,Christianity,Private,88725.0,Not-in-family,Other,Private,Edinburgh,2
9734,Ms. Charles Margaret Gordon,56.0,Sikhism,Local-gov,212448.0,Not-in-family,White,Local-gov,Edinburgh,2
9735,Mr. Kieran Colin Whitehouse,59.0,Christianity,Self-emp-not-inc,203039.0,Not-in-family,White,Self-emp-not-inc,Edinburgh,2
9740,Donald Clark,74.0,Christianity,Private,116202.0,Unmarried,White,Private,Edinburgh,2
9743,Miss Duncan Davies,40.0,Christianity,Private,226585.0,Wife,White,Private,West Jayneville,2
9746,Mr. Bruce Howell,68.0,Not Stated,Private,279980.0,Husband,White,Private,Brettville,2
9748,Ms. Dennis Turner,44.0,Christianity,Local-gov,231964.0,Unmarried,White,Local-gov,Edinburgh,2
9750,Mr. Edward Francis Green,41.0,Christianity,Private,124915.0,Husband,White,Private,Bristol,2
9751,Mr. Alex Wilson,61.0,Christianity,Federal-gov,178312.0,Husband,White,Federal-gov,Lynnfort,2
9754,Mr. Ross Mohamed Roberts,59.0,Islam,Private,349910.0,Husband,White,Private,Swindon,2
9759,Maurice Gail Wilkins,55.0,Christianity,Private,111469.0,Not-in-family,White,Private,Bristol,2
9760,Wayne Reynolds,44.0,Islam,State-gov,198965.0,Husband,White,State-gov,Greenmouth,2
9763,Elliott Ellis,66.0,Christianity,Private,242580.0,Not-in-family,White,Private,Fowlerville,2
9764,Mr. Frederick Lloyd,38.0,Christianity,Private,173128.0,Not-in-family,White,Private,Edinburgh,2
9772,Mrs. Adam Bryan,39.0,Christianity,?,201105.0,Wife,White,?,South Leonardview,2
9776,Stephen Booth,47.0,Christianity,Private,208872.0,Husband,White,Private,Swindon,2
9777,Ms. Kieran Williams,48.0,Christianity,Private,145269.0,Not-in-family,White,Private,Bristol,2
9779,Garry Wilson,69.0,Islam,?,53850.0,Husband,Amer-Indian-Eskimo,?,Edinburgh,2
9780,Michael Walsh,50.0,Christianity,Private,158294.0,Husband,White,Private,Reynoldsberg,2
9787,Miss Lewis Amber Birch,50.0,Christianity,?,202874.0,Unmarried,White,?,Edinburgh,2
9791,Stanley Morgan,51.0,Not Stated,Private,162632.0,Husband,White,Private,Edinburgh,2
9797,Joseph Taylor,42.0,Christianity,Private,33002.0,Husband,White,Private,Swindon,2
9799,Mr. Clifford Jacob Newman,45.0,Christianity,Private,146857.0,Husband,White,Private,Swindon,2
9804,Michael Cooke,38.0,Christianity,Private,238397.0,Unmarried,White,Private,Edinburgh,2
9811,Jordan Campbell,43.0,Christianity,Private,174196.0,Unmarried,Black,Private,Edinburgh,2
9814,Mrs. Mitchell Susan Smith,57.0,Christianity,Private,214061.0,Not-in-family,White,Private,Edinburgh,2
9816,Leonard Bernard Newton,35.0,Islam,Private,234386.0,Not-in-family,White,Private,Edinburgh,2
9820,Mr. Joel Wood,48.0,Christianity,Private,219565.0,Husband,White,Private,Swindon,2
9821,Shane Raymond Scott,38.0,Christianity,Private,377486.0,Not-in-family,White,Private,Edinburgh,2
9822,Miss Victor Green,42.0,Christianity,Local-gov,137232.0,Unmarried,White,Local-gov,Edinburgh,2
9823,Ms. Nigel Cross,53.0,Christianity,Private,233369.0,Unmarried,White,Private,Leeds,2
9825,Kieran Martin Stephens,60.0,Christianity,Private,195176.0,Husband,White,Private,Edinburgh,2
9831,Miss Ben Joan Mahmood,45.0,Not Stated,Private,81497.0,Not-in-family,White,Private,Edinburgh,2
9832,Miss Kevin Smith,45.0,Christianity,Private,189225.0,Unmarried,Black,Private,Edinburgh,2
9835,Kieran Barton,45.0,Christianity,Private,160829.0,Wife,White,Private,Swindon,2
9842,Mrs. Andrew Elizabeth Saunders,71.0,Christianity,Private,124959.0,Not-in-family,White,Private,Edinburgh,2
9846,Miss Joseph Taylor,40.0,Christianity,Private,191544.0,Not-in-family,White,Private,Edinburgh,2
9851,Ms. Joseph Riley,38.0,Christianity,Private,370795.0,Unmarried,Black,Private,Edinburgh,2
9853,Liam Thompson,74.0,Christianity,Private,209454.0,Husband,Black,Private,Edinburgh,2
9856,Lawrence Jones,65.0,Christianity,Private,86972.0,Unmarried,White,Private,Leeds,2
9866,Mr. Arthur Antony Cook,53.0,Christianity,State-gov,43952.0,Husband,White,State-gov,Swindon,2
9867,Jamie Robinson,44.0,Christianity,Private,194636.0,Husband,White,Private,Lake Maureen,2
9869,Justin Baxter,43.0,Christianity,Self-emp-not-inc,150528.0,Husband,White,Self-emp-not-inc,Edinburgh,2
9874,James Howarth,54.0,Christianity,Self-emp-not-inc,114520.0,Husband,White,Self-emp-not-inc,Edinburgh,2
9876,Douglas Ahmed,60.0,Buddhism,Private,186385.0,Husband,White,Private,Edinburgh,2
9879,Mr. Malcolm Dickinson,42.0,Christianity,Local-gov,384236.0,Not-in-family,White,Local-gov,Edinburgh,2
9880,Andrew Marc Bartlett,42.0,Christianity,Private,181265.0,Husband,White,Private,Swindon,2
9881,Damian Turner,58.0,Christianity,Private,190997.0,Husband,White,Private,Mohammedchester,2
9885,Phillip June Taylor,30.0,Christianity,Private,101597.0,Unmarried,White,Private,Edinburgh,2
9886,Joshua Richards,53.0,Christianity,Private,146378.0,Husband,White,Private,Leeds,2
9887,Donald Smith,64.0,Buddhism,Local-gov,152163.0,Husband,White,Local-gov,Oxford,2
9891,Dr. Alexander Foster,73.0,Christianity,Local-gov,144515.0,Husband,White,Local-gov,Swindon,2
9892,Kyle Rhys Preston,51.0,Christianity,Private,210736.0,Other-relative,White,Private,Edinburgh,2
9894,Scott Williams,39.0,Christianity,Private,224584.0,Unmarried,Black,Private,Edinburgh,2
9898,Miss Cameron Leanne Owen,68.0,Christianity,Local-gov,177596.0,Not-in-family,Black,Local-gov,Edinburgh,2
9899,Bernard Porter,44.0,Not Stated,?,396116.0,Husband,White,?,Edinburgh,2
9902,Ronald Jones,57.0,Christianity,Federal-gov,196307.0,Husband,White,Federal-gov,Swindon,2
9907,Mr. Terry Martin,52.0,Christianity,Local-gov,152795.0,Husband,White,Local-gov,Swindon,2
9909,Mrs. Leonard Stevenson,52.0,Christianity,Private,129177.0,Not-in-family,White,Private,Swindon,2
9910,Mr. Gordon Johnson,52.0,Sikhism,Self-emp-not-inc,121548.0,Husband,White,Self-emp-not-inc,Spencerland,2
9912,Mr. Lewis Bradley Wilson,37.0,Christianity,Private,75073.0,Not-in-family,Black,Private,Edinburgh,2
9915,Mr. Charlie Jackson,59.0,Christianity,Private,373344.0,Husband,White,Private,Edinburgh,2
9917,Leon Lydia White,51.0,Christianity,Private,99392.0,Not-in-family,Black,Private,Edinburgh,2
9919,Eric Justin McKenzie,48.0,Christianity,Self-emp-not-inc,32825.0,Husband,White,Self-emp-not-inc,Bristol,2
9920,Graeme Jones,49.0,Christianity,Self-emp-not-inc,167380.0,Husband,White,Self-emp-not-inc,Edinburgh,2
9923,Dennis Begum,55.0,Christianity,Private,145714.0,Husband,White,Private,Swindon,2
9932,Edward Terry Bryant,61.0,Christianity,Local-gov,124987.0,Husband,White,Local-gov,Swindon,2
9940,Elliot Ian Kemp,35.0,Christianity,Private,195576.0,Husband,White,Private,Edinburgh,2
9947,Mr. Glenn Leslie Herbert,53.0,Christianity,Private,139671.0,Husband,White,Private,Swindon,2
9948,Mrs. Eric Johnston,66.0,Christianity,Federal-gov,38621.0,Unmarried,Black,Federal-gov,Edinburgh,2
9950,Malcolm Short,38.0,Hinduism,Private,77820.0,Husband,White,Private,Edinburgh,2
9951,Mr. Reece Rose,45.0,Christianity,Private,190115.0,Unmarried,White,Private,Oxford,2
9952,Ronald O'Neill,45.0,Not Stated,Private,106682.0,Husband,White,Private,Swindon,2
9953,Steven Woods,33.0,Christianity,Local-gov,42596.0,Not-in-family,White,Local-gov,Edinburgh,2
9954,Nicholas Hopkins,36.0,Christianity,Private,143058.0,Husband,White,Private,Edinburgh,2
9955,Mr. Kyle Dominic O'Connor,54.0,Christianity,Private,102615.0,Not-in-family,White,Private,Edinburgh,2
9956,Mr. Clifford Cameron Bryant,44.0,Not Stated,Private,240124.0,Husband,White,Private,East Leslie,2
9961,Mr. Elliott Kemp,61.0,Christianity,Federal-gov,165630.0,Husband,White,Federal-gov,Mohamedhaven,2
9962,Elliott Jenkins,45.0,Christianity,Private,264526.0,Own-child,White,Private,Edinburgh,2
9965,Mr. Gavin Fry,48.0,Not Stated,Local-gov,115497.0,Husband,White,Local-gov,Swindon,2
9966,Howard Barrett,33.0,Christianity,Private,157747.0,Husband,White,Private,Swindon,2
9968,Mr. Robert Ross Bray,38.0,Christianity,Private,472604.0,Husband,White,Private,Leeds,2
9971,Marcus Gerard Baxter,37.0,Christianity,Private,248445.0,Other-relative,White,Private,Edinburgh,2
9976,Dr. Conor Ricky Patel,55.0,Christianity,?,487411.0,Husband,White,?,Swindon,2
9980,Miss Ricky Sharp,35.0,Islam,Private,32528.0,Unmarried,White,Private,Edinburgh,2
9982,Leon Jenkins,47.0,Islam,Private,234690.0,Husband,White,Private,East Antonychester,2
9985,Mr. Gary Sam Knight,45.0,Islam,Private,190482.0,Unmarried,White,Private,Edinburgh,2
9986,Mr. Paul Geoffrey Hartley,55.0,Christianity,Private,381965.0,Other-relative,White,Private,Leeds,2
9987,Mr. Mohammed Lawrence Garner,68.0,Christianity,Private,186943.0,Husband,White,Private,Edinburgh,2
9988,Mr. Trevor Gary Cooper,39.0,Not Stated,Private,142707.0,Husband,White,Private,Leicester,2
9993,Ms. Jason Kelly Harris,50.0,Christianity,?,510072.0,Unmarried,White,?,Edinburgh,2
