,full_name,age,religion,workclass,demographic_characteristic,relationship,race,workclass,town,Cluster Id - KMeans
6145,Brandon Jonathan Lewis,34.0,Not Stated,Local-gov,115488.0,Husband,White,Local-gov,Bradleyhaven,0
6152,Kieran Donna Oliver,45.0,Christianity,Private,205644.0,Not-in-family,White,Private,Edinburgh,0
6153,Mrs. Henry Watson,47.0,Christianity,Local-gov,321851.0,Not-in-family,White,Local-gov,Bristol,0
6154,Mr. Craig Marshall,56.0,Christianity,Private,206399.0,Husband,White,Private,Shahmouth,0
6156,Mr. Graham Stuart Slater,33.0,Christianity,State-gov,198211.0,Not-in-family,White,State-gov,Edinburgh,0
6168,Barry Moran,45.0,Not Stated,Private,125489.0,Unmarried,White,Private,Leeds,0
6193,Ms. Joshua Marion Brown,45.0,Christianity,Private,117310.0,Not-in-family,White,Private,Oliviaberg,0
6222,Antony Curtis,39.0,Christianity,Private,202027.0,Husband,White,Private,Swindon,0
6223,Joshua Perry,34.0,Hinduism,Self-emp-not-inc,168906.0,Unmarried,White,Self-emp-not-inc,Leeds,0
6226,Bernard Williams,28.0,Christianity,Private,386040.0,Husband,White,Private,Oxford,0
6228,Steven Page,60.0,Christianity,?,93655.0,Husband,White,?,Swindon,0
6229,Mr. Francis Wright,44.0,Christianity,Private,152629.0,Husband,White,Private,Swindon,0
6232,Elliott Savage,49.0,Christianity,Private,138970.0,Husband,White,Private,Pricestad,0
6264,Clifford Fraser,30.0,Not Stated,Private,224858.0,Husband,White,Private,Oxford,0
6266,Gerard Donald Coleman,59.0,Christianity,?,191118.0,Husband,White,?,Kaurfort,0
6280,Mr. Nigel Long,48.0,Christianity,Local-gov,121124.0,Husband,White,Local-gov,Swindon,0
6310,Miss Oliver Harding,63.0,Christianity,Private,346975.0,Wife,White,Private,Swindon,0
6316,Mr. Gareth Jarvis,59.0,Christianity,Local-gov,217775.0,Husband,White,Local-gov,Swindon,0
6337,Mr. Leslie Wheeler,39.0,Not Stated,Private,342448.0,Husband,White,Private,Edinburgh,0
6346,Mr. Damian Thomas Rees,52.0,Christianity,Private,145409.0,Husband,White,Private,Swindon,0
6356,Victor Cooper,36.0,Christianity,Private,141896.0,Husband,White,Private,Edinburgh,0
6365,Mr. Toby Paul Wright,30.0,Not Stated,Private,110643.0,Husband,White,Private,Swindon,0
6373,Mrs. Maurice Lawson,45.0,Christianity,Private,281565.0,Other-relative,Asian-Pac-Islander,Private,Oxford,0
6385,Mr. Graeme Denis Evans,57.0,Christianity,Private,160932.0,Husband,White,Private,Bristol,0
6393,Mrs. Reece Aimee Hill,39.0,Christianity,Local-gov,185394.0,Wife,White,Local-gov,Leicester,0
6395,Nathan Harvey,55.0,Christianity,Self-emp-inc,227856.0,Husband,White,Self-emp-inc,Swindon,0
6400,Kenneth Potter,41.0,Christianity,Self-emp-inc,194636.0,Husband,White,Self-emp-inc,Swindon,0
6401,Gavin Katherine Doyle,45.0,Christianity,Private,112305.0,Unmarried,Black,Private,Edinburgh,0
6425,Mr. Jonathan Martyn Pearce,47.0,Christianity,Private,284916.0,Husband,White,Private,Swindon,0
6429,Miss Denis Dixon,52.0,Christianity,Local-gov,510072.0,Not-in-family,White,Local-gov,Edinburgh,0
6439,Miss Bradley Powell,28.0,Christianity,Private,224634.0,Wife,White,Private,North Brian,0
6446,Mr. Jeffrey Gregory,33.0,Christianity,Local-gov,224185.0,Husband,White,Local-gov,South Aaron,0
6450,Douglas Reid,42.0,Christianity,Self-emp-inc,277256.0,Husband,White,Self-emp-inc,Swindon,0
6454,Mr. Wayne Howe,45.0,Christianity,Private,138626.0,Not-in-family,White,Private,Oxford,0
6461,Mr. Nigel Steele,53.0,Christianity,Private,99736.0,Unmarried,White,Private,Swindon,0
6500,Martyn Smith,63.0,Christianity,Self-emp-not-inc,35021.0,Husband,Asian-Pac-Islander,Self-emp-not-inc,Swindon,0
6516,Mr. Ryan Harris,53.0,Christianity,Private,185846.0,Husband,White,Private,Port Christian,0
6539,Colin Gary White,44.0,Christianity,Private,227399.0,Husband,Black,Private,Bristol,0
6563,Peter Ben McDonald,47.0,Christianity,Self-emp-inc,483596.0,Husband,White,Self-emp-inc,Edinburgh,0
6564,Dr. Dennis Richards,41.0,Christianity,State-gov,104663.0,Not-in-family,White,State-gov,Swindon,0
6567,Samuel Black,38.0,Christianity,Private,333305.0,Wife,White,Private,Swindon,0
6579,Dr. Kieran Watson,33.0,Christianity,Private,150570.0,Husband,White,Private,Leeds,0
6588,Mrs. Jay Wendy Lee,46.0,Islam,Private,170846.0,Wife,White,Private,Swindon,0
6602,Philip Jeremy Bell,26.0,Christianity,Private,155213.0,Not-in-family,White,Private,Edinburgh,0
6622,Ms. Shane Grant,46.0,Christianity,Local-gov,222115.0,Not-in-family,White,Local-gov,Swindon,0
6625,Mr. Oliver Davies,38.0,Christianity,Private,510072.0,Not-in-family,White,Private,Swindon,0
6660,Glenn Cox,51.0,Christianity,Private,378747.0,Husband,Black,Private,Lincoln,0
6663,Jake Ahmed,48.0,Christianity,Private,194772.0,Husband,White,Private,Michellefurt,0
6668,Toby Wright,60.0,Christianity,Private,216690.0,Husband,White,Private,Edinburgh,0
6678,Mr. Bradley Godfrey,44.0,Christianity,Private,172479.0,Husband,White,Private,Swindon,0
6685,Danny Young,46.0,Christianity,Private,219021.0,Husband,White,Private,Swindon,0
6699,Miss Jamie Lisa Gibbons,33.0,Christianity,Private,376483.0,Wife,Black,Private,Sunderland,0
6703,Mr. Robert Victor Lambert,37.0,Christianity,Private,83089.0,Husband,White,Private,Swindon,0
6723,Dr. Clifford Wall,54.0,Christianity,Local-gov,31533.0,Husband,White,Local-gov,Swindon,0
6751,Richard Dylan Williams,42.0,Christianity,Private,204046.0,Husband,White,Private,Swindon,0
6773,Mr. Jeffrey Smith,46.0,Not Stated,Local-gov,149949.0,Husband,White,Local-gov,Swindon,0
6786,Mr. Denis Albert Harvey,27.0,Christianity,Private,37754.0,Husband,White,Private,Leeds,0
6790,Mr. Mathew Bartlett,36.0,Christianity,Private,210945.0,Husband,White,Private,Swindon,0
6802,Mark Porter,42.0,Christianity,Local-gov,112763.0,Unmarried,White,Local-gov,Swindon,0
6816,Dr. Richard Stevenson,38.0,Christianity,Self-emp-inc,159179.0,Husband,White,Self-emp-inc,West Chloe,0
6821,Miss Reece Burns,45.0,Christianity,Private,168837.0,Unmarried,White,Private,Edinburgh,0
6869,Mr. Nathan Williams,47.0,Christianity,Local-gov,375675.0,Husband,White,Local-gov,Edinburgh,0
6878,Colin Shaun Turner,43.0,Christianity,Federal-gov,203637.0,Husband,White,Federal-gov,Swindon,0
6879,Bruce Lloyd,51.0,Islam,Private,305319.0,Husband,White,Private,Bristol,0
6880,Mrs. Harry Cooper,30.0,Christianity,Private,198997.0,Wife,White,Private,Edinburgh,0
6881,Dr. Alexander Brian Holmes,39.0,Not Stated,Private,167140.0,Husband,White,Private,Swindon,0
6890,Mr. Jonathan Shepherd,32.0,Christianity,Private,339482.0,Husband,White,Private,Swindon,0
6892,Mr. Louis Thomas,45.0,Not Stated,Private,99203.0,Husband,White,Private,Edinburgh,0
6899,Mr. Roy Watson,53.0,Christianity,Private,177727.0,Husband,White,Private,Leicester,0
6900,Dylan Shane Fraser,45.0,Christianity,Private,205822.0,Husband,White,Private,Beverleyfort,0
6905,Ms. Kyle Taylor,38.0,Not Stated,Private,215419.0,Wife,White,Private,Swindon,0
6930,Mr. Iain Howell,36.0,Christianity,Local-gov,107233.0,Unmarried,Amer-Indian-Eskimo,Local-gov,Edinburgh,0
6935,Mr. Ashley Ross Williamson,36.0,Christianity,Self-emp-inc,39089.0,Husband,White,Self-emp-inc,Swindon,0
6941,Dr. Nathan Jeremy Cox,58.0,Hinduism,Private,245193.0,Husband,White,Private,Swindon,0
6948,Dominic Fletcher,38.0,Christianity,Private,361888.0,Not-in-family,White,Private,Swindon,0
6976,Dr. Roger Karl Mills,29.0,Not Stated,Private,82531.0,Not-in-family,Black,Private,Edinburgh,0
6982,Matthew Russell King,33.0,Christianity,Private,198660.0,Husband,White,Private,Swindon,0
6991,Gareth Young,32.0,Christianity,Private,120672.0,Other-relative,Black,Private,Edinburgh,0
6993,Darren Lorraine Holmes,63.0,Christianity,Private,290754.0,Not-in-family,White,Private,Edinburgh,0
7008,Mr. Kevin Willis,40.0,Christianity,Private,286789.0,Husband,White,Private,Swindon,0
7009,Raymond Dominic Jones,26.0,Christianity,Private,102460.0,Husband,White,Private,Barryton,0
7011,Mr. Sam Ahmed,39.0,Christianity,Private,198097.0,Not-in-family,White,Private,Sarahchester,0
7017,Mr. Stuart Cameron,49.0,Christianity,Local-gov,186539.0,Husband,White,Local-gov,Swindon,0
7023,Mr. Jamie Cameron,38.0,Christianity,Private,213008.0,Husband,White,Private,Oxford,0
7030,Mr. Dean Jamie Harding,47.0,Christianity,Self-emp-not-inc,243631.0,Husband,Asian-Pac-Islander,Self-emp-not-inc,Swindon,0
7031,Mr. Clive Rogers,38.0,Christianity,Private,191754.0,Husband,White,Private,Sunderland,0
7036,Mohammed Elliott Baker,54.0,Christianity,Self-emp-inc,98051.0,Husband,White,Self-emp-inc,Erictown,0
7076,Mr. Lawrence Taylor,54.0,Christianity,State-gov,153486.0,Husband,White,State-gov,Leeds,0
7086,Mr. Martin Mohammad Burns,49.0,Christianity,State-gov,122177.0,Husband,White,State-gov,Archerburgh,0
7088,Ben Garry Jackson,34.0,Christianity,Private,112115.0,Husband,White,Private,Swindon,0
7096,Mrs. Lawrence Zoe Jones,38.0,Christianity,Local-gov,51158.0,Wife,White,Local-gov,Swindon,0
7097,Brandon Roy Jenkins,52.0,Christianity,Private,186303.0,Husband,White,Private,Swindon,0
7102,Mr. Ronald Poole,43.0,Christianity,Private,200835.0,Husband,White,Private,Murrayberg,0
7116,Mr. George Reid,33.0,Christianity,Private,309630.0,Husband,White,Private,Leeds,0
7123,Craig Maurice North,39.0,Christianity,Self-emp-inc,283338.0,Husband,White,Self-emp-inc,Swindon,0
7145,Mr. Benjamin Steele,43.0,Christianity,Private,168071.0,Husband,White,Private,Swindon,0
7171,Dr. Garry Vincent Thomas,48.0,Christianity,Private,196707.0,Not-in-family,White,Private,Edinburgh,0
7178,Gregory Williams,59.0,Christianity,Private,289364.0,Husband,White,Private,Swindon,0
7187,Dr. Billy Hartley,67.0,Christianity,?,157403.0,Husband,White,?,Oxford,0
7193,Mr. George Simpson,51.0,Christianity,Private,192982.0,Husband,White,Private,Swindon,0
7197,Mr. Nathan Louis Andrews,41.0,Islam,Private,166740.0,Husband,White,Private,Leicester,0
7208,Brian Kieran Townsend,33.0,Christianity,Private,156192.0,Husband,White,Private,Port Daniel,0
7212,Guy Saunders,33.0,Christianity,Private,77634.0,Husband,White,Private,Bristol,0
7217,Brandon Lawrence,44.0,Christianity,Self-emp-inc,269733.0,Husband,White,Self-emp-inc,Oxford,0
7221,Alan Moss,41.0,Christianity,Private,173858.0,Husband,Asian-Pac-Islander,Private,Edinburgh,0
7232,Mr. Cameron Baxter,43.0,Christianity,Private,37937.0,Husband,White,Private,Swindon,0
7247,Kieran Griffiths,47.0,Christianity,Self-emp-not-inc,117865.0,Husband,White,Self-emp-not-inc,Leicester,0
7249,Gregory Hartley,62.0,Christianity,Private,153891.0,Husband,White,Private,Edinburgh,0
7250,Mr. Adam Alexander,52.0,Christianity,Private,190909.0,Husband,White,Private,Edinburgh,0
7261,Louis Chapman,48.0,Christianity,Private,155659.0,Husband,White,Private,Edinburgh,0
7265,Mr. Anthony Leach,31.0,Christianity,Federal-gov,334346.0,Husband,White,Federal-gov,North Lynda,0
7269,Stanley Harris,50.0,Christianity,Private,169711.0,Husband,White,Private,Swindon,0
7274,Karl Stephen Bolton,55.0,Christianity,Private,194580.0,Husband,White,Private,Edinburgh,0
7279,Steven Coates,47.0,Christianity,Private,120131.0,Husband,White,Private,Sunderland,0
7283,Dr. Gareth Lambert,40.0,Christianity,Private,316820.0,Husband,White,Private,Lincoln,0
7288,Mr. Alex Maurice Bowen,60.0,Other religions,Private,108496.0,Husband,White,Private,Swindon,0
7305,Geoffrey Dale Ellis,31.0,Buddhism,Private,132996.0,Husband,White,Private,North Lewis,0
7308,Dr. Harry Bruce,35.0,Christianity,Self-emp-not-inc,198841.0,Husband,White,Self-emp-not-inc,Swindon,0
7322,Matthew Forster,32.0,Not Stated,State-gov,255830.0,Own-child,Black,State-gov,Edinburgh,0
7326,Mr. Raymond Billy Cox,39.0,Christianity,Local-gov,229651.0,Husband,White,Local-gov,Swindon,0
7331,Mrs. Russell Davies,35.0,Christianity,Private,195136.0,Wife,White,Private,Swindon,0
7345,Mr. Antony Antony Wheeler,29.0,Christianity,Private,144259.0,Husband,Black,Private,Lincoln,0
7358,Miss Gareth Parker,43.0,Christianity,Private,143046.0,Not-in-family,White,Private,Leicester,0
7377,Mr. Connor Frederick Frost,35.0,Christianity,?,353881.0,Husband,White,?,North Geoffrey,0
7379,Arthur Jackson,38.0,Not Stated,Private,201328.0,Husband,White,Private,Leicester,0
7403,Mr. Hugh Nash,48.0,Not Stated,Private,248164.0,Husband,White,Private,Swindon,0
7405,Dr. Charlie Parsons,36.0,Christianity,Self-emp-not-inc,343721.0,Not-in-family,White,Self-emp-not-inc,Leeds,0
7414,Mr. Douglas Wright,47.0,Christianity,Private,510072.0,Husband,White,Private,Swindon,0
7428,Miss Francis Jones,50.0,Christianity,State-gov,185800.0,Unmarried,Black,State-gov,Swindon,0
7434,Mr. Karl Ian Griffiths,35.0,Christianity,Private,510072.0,Husband,White,Private,Swindon,0
7443,Steven McDonald,40.0,Christianity,Private,110713.0,Husband,White,Private,Swindon,0
7446,Mr. Kenneth Humphreys,43.0,Christianity,Private,118308.0,Husband,White,Private,Swindon,0
7464,Mr. Oliver Lewis Butler,51.0,Christianity,Private,148953.0,Husband,White,Private,Oxford,0
7493,Mrs. Wayne Williams,58.0,Christianity,Private,163047.0,Wife,White,Private,Edinburgh,0
7496,Marc Andrews,48.0,Christianity,Private,197702.0,Husband,White,Private,South Scotttown,0
7497,Stanley Holloway,26.0,Christianity,Private,166415.0,Unmarried,White,Private,Edinburgh,0
7498,Dr. Roy Powell,50.0,Christianity,State-gov,116211.0,Husband,White,State-gov,Swindon,0
7500,Patrick Lucas,43.0,Christianity,State-gov,33331.0,Husband,White,State-gov,Swindon,0
7516,Mr. Derek Simon Kelly,32.0,Christianity,Private,510072.0,Not-in-family,White,Private,Edinburgh,0
7519,Dennis Lynch,51.0,Christianity,Private,123703.0,Husband,White,Private,Swindon,0
7522,Robin Aaron Johnson,60.0,Christianity,Private,230292.0,Husband,White,Private,Swindon,0
7534,William Hamilton,40.0,Christianity,Private,187098.0,Wife,White,Private,Swindon,0
7544,Jonathan Ellis,27.0,Islam,Private,161007.0,Husband,White,Private,Swindon,0
7557,Mr. Denis Lee Whitehead,46.0,Hinduism,Local-gov,195418.0,Not-in-family,Black,Local-gov,Bristol,0
7561,Terry Hall,41.0,Christianity,Self-emp-not-inc,83411.0,Husband,White,Self-emp-not-inc,Oxford,0
7573,Christopher Thomson,51.0,Christianity,Private,146767.0,Husband,White,Private,Swindon,0
7578,Brandon Vincent White,46.0,Buddhism,Private,81132.0,Other-relative,Asian-Pac-Islander,Private,Leeds,0
7615,Bruce Payne,27.0,Christianity,Private,186151.0,Own-child,White,Private,Edinburgh,0
7627,Adrian Hewitt,39.0,Islam,Private,174717.0,Husband,White,Private,Lake Julianburgh,0
7632,Kieran Smith,29.0,Christianity,Private,37359.0,Husband,White,Private,Swindon,0
7644,Gareth Buckley,39.0,Christianity,Self-emp-inc,275223.0,Husband,White,Self-emp-inc,Swindon,0
7645,Allan Adrian Evans,36.0,Christianity,Self-emp-not-inc,381931.0,Husband,White,Self-emp-not-inc,Bristol,0
7650,Mrs. George Lindsey Gray,36.0,Christianity,Private,66297.0,Not-in-family,Asian-Pac-Islander,Private,Leicester,0
7655,Mr. Luke Stephenson,37.0,Christianity,Private,294292.0,Husband,White,Private,Swindon,0
7656,Clifford Williams,49.0,Christianity,Private,128736.0,Unmarried,White,Private,Edinburgh,0
7657,Owen Gordon Elliott,33.0,Christianity,Local-gov,510072.0,Husband,White,Local-gov,Lake Brenda,0
7662,Mr. Joe Mohamed Watts,44.0,Christianity,Self-emp-not-inc,103111.0,Husband,White,Self-emp-not-inc,Swindon,0
7721,Craig Norman,46.0,Christianity,Private,148900.0,Husband,White,Private,Lincoln,0
7723,Mathew Long,64.0,Christianity,Self-emp-inc,181408.0,Husband,White,Self-emp-inc,Leeds,0
7736,Joseph Sally White,26.0,Christianity,Private,105693.0,Not-in-family,White,Private,Edinburgh,0
7743,Tom Declan Clarke,32.0,Christianity,Federal-gov,191385.0,Not-in-family,White,Federal-gov,Edinburgh,0
7747,Mr. Carl Potts,32.0,Christianity,Self-emp-not-inc,175856.0,Husband,White,Self-emp-not-inc,Bristol,0
7771,Mr. Toby Jack Smith,58.0,Christianity,Private,218649.0,Husband,White,Private,North Juneshire,0
7792,Mr. Ben Jones,49.0,Christianity,Self-emp-not-inc,155489.0,Husband,White,Self-emp-not-inc,Swindon,0
7828,Mr. Glenn Myers,74.0,Christianity,?,29020.0,Husband,White,?,Swindon,0
7839,Dr. Glenn Thompson,33.0,Christianity,Local-gov,296466.0,Not-in-family,White,Local-gov,Edinburgh,0
7843,Dr. Declan Wood,53.0,Christianity,Self-emp-inc,181855.0,Husband,Other,Self-emp-inc,Swindon,0
7874,Cameron Powell,41.0,Christianity,Self-emp-inc,253060.0,Husband,White,Self-emp-inc,Swindon,0
7875,Dr. Conor Mann,51.0,Christianity,Private,108435.0,Husband,White,Private,Swindon,0
7902,Benjamin Thomas,43.0,Christianity,Private,153160.0,Unmarried,White,Private,Edinburgh,0
7923,Julian Nigel Perry,58.0,Not Stated,Private,200453.0,Husband,White,Private,Swindon,0
7924,Patrick Rose,57.0,Not Stated,Private,36990.0,Husband,Black,Private,South Jean,0
7935,Mr. Russell Wilson,74.0,Christianity,Private,87372.0,Husband,White,Private,Swindon,0
7964,Julian Harry Smith,55.0,Christianity,Local-gov,204325.0,Husband,White,Local-gov,Swindon,0
7965,Miss Douglas Sheppard,30.0,Christianity,Private,256671.0,Wife,White,Private,Edinburgh,0
7975,Jay Dixon,37.0,Christianity,Private,186934.0,Husband,White,Private,Swindon,0
7978,Mr. Reece Jones,46.0,Christianity,Private,216999.0,Not-in-family,White,Private,Swindon,0
7983,Patrick Griffin,46.0,Christianity,Private,117849.0,Husband,White,Private,Swindon,0
7988,Mr. Alan Godfrey,34.0,Christianity,Private,149726.0,Husband,White,Private,Oxford,0
7993,Mr. Michael Douglas,45.0,Christianity,Private,89028.0,Not-in-family,Asian-Pac-Islander,Private,Swindon,0
8000,Dr. Connor Robinson,41.0,Christianity,Self-emp-not-inc,200574.0,Husband,White,Self-emp-not-inc,Swindon,0
8019,Mr. Dennis Price,40.0,Christianity,Self-emp-inc,190290.0,Husband,White,Self-emp-inc,Oxford,0
8041,Gary Richard Evans,45.0,Christianity,Private,201699.0,Husband,White,Private,Oxford,0
8043,Benjamin Steven Davis,43.0,Christianity,Private,176138.0,Husband,White,Private,Swindon,0
8044,Mr. Justin Steven McDonald,47.0,Not Stated,Private,47496.0,Not-in-family,White,Private,Edinburgh,0
8059,Mr. Martyn Carter,51.0,Islam,Private,145166.0,Husband,White,Private,Swindon,0
8089,Ms. Brett Sarah Scott,34.0,Christianity,Self-emp-not-inc,204375.0,Not-in-family,White,Self-emp-not-inc,Swindon,0
8092,Gary Adams,42.0,Christianity,Self-emp-inc,168071.0,Husband,White,Self-emp-inc,Swindon,0
8098,Mr. Frank Graham Jackson,33.0,Not Stated,Private,204374.0,Husband,White,Private,Swindon,0
8114,Roy Thomas,42.0,Not Stated,Private,188615.0,Husband,White,Private,Edinburgh,0
8122,Rhys Turner,47.0,Islam,State-gov,119904.0,Not-in-family,White,State-gov,West Marilynmouth,0
8125,Mr. Connor Roger Green,56.0,Christianity,Private,132026.0,Husband,Black,Private,Swindon,0
8134,Mr. Shaun Jenkins,57.0,Islam,?,24127.0,Husband,White,?,Oxford,0
8154,Dr. Scott Abdul Jennings,45.0,Christianity,Private,174283.0,Husband,White,Private,Oxford,0
8161,Dean Smith,41.0,Christianity,Private,35166.0,Husband,White,Private,Swindon,0
8173,Shane Begum,53.0,Christianity,Private,183618.0,Husband,White,Private,Riceside,0
8174,Rhys Turner,38.0,Christianity,Self-emp-not-inc,268598.0,Husband,Other,Self-emp-not-inc,Edinburgh,0
8187,Mr. Douglas Khan,32.0,Islam,Private,73585.0,Husband,White,Private,Bristol,0
8191,Ms. Martyn Gail Thomas,31.0,Not Stated,Private,157078.0,Unmarried,White,Private,Edinburgh,0
8206,Mr. George Gerald Young,41.0,Christianity,Private,101593.0,Husband,White,Private,Swindon,0
8222,Mr. Justin Mason,33.0,Christianity,Private,140092.0,Husband,White,Private,Edinburgh,0
8224,Gordon Holland,52.0,Christianity,Private,416059.0,Husband,Black,Private,Swindon,0
8236,Francis Taylor,67.0,Christianity,Private,166461.0,Husband,White,Private,Edinburgh,0
8240,Mr. Billy Adams,71.0,Christianity,Private,282642.0,Husband,White,Private,Swindon,0
8276,Dennis Raymond Wood,46.0,Islam,Private,123598.0,Husband,White,Private,Swindon,0
8285,Mr. David George Robinson,40.0,Christianity,State-gov,99156.0,Husband,White,State-gov,Swindon,0
8290,Ms. Bryan Julie Roberts,35.0,Christianity,Private,150217.0,Wife,White,Private,Swindon,0
8292,Mr. Garry Ward,37.0,Christianity,Private,241998.0,Husband,White,Private,Swindon,0
8305,Dale Scott Woods,47.0,Sikhism,Private,212120.0,Husband,White,Private,Leeds,0
8314,Mr. Kevin Hall,47.0,Islam,Private,273771.0,Husband,White,Private,Edinburgh,0
8319,Keith Morris,39.0,Islam,Federal-gov,175232.0,Husband,White,Federal-gov,East Karl,0
8325,Mr. Martin Hughes,41.0,Christianity,Private,290660.0,Husband,White,Private,Swindon,0
8327,Dean Oliver,38.0,Christianity,Private,179117.0,Not-in-family,Black,Private,Swindon,0
8353,Mr. Leigh Newman,35.0,Not Stated,Private,185325.0,Husband,White,Private,Swindon,0
8363,Mr. Dale Freeman,47.0,Christianity,Private,73541.0,Not-in-family,White,Private,Edinburgh,0
8386,Gareth Louis Saunders,52.0,Christianity,Private,108435.0,Husband,White,Private,Swindon,0
8434,Mr. Robin Lord,44.0,Christianity,Private,184105.0,Husband,White,Private,Oxford,0
8438,Mr. Charles Watson,62.0,Christianity,Private,162825.0,Husband,White,Private,Oxford,0
8453,Robin Griffiths,33.0,Christianity,Private,168854.0,Husband,White,Private,Port Hayley,0
8470,Scott Jones,51.0,Not Stated,Local-gov,30008.0,Husband,White,Local-gov,Lincoln,0
8477,Mr. Guy McDonald,43.0,Christianity,Private,175935.0,Not-in-family,White,Private,Edinburgh,0
8503,Vincent Gibson,46.0,Christianity,Private,179428.0,Husband,White,Private,New Abbieborough,0
8506,Terence Douglas,39.0,Christianity,Self-emp-inc,189092.0,Husband,White,Self-emp-inc,Swindon,0
8516,Mr. Alex Jackson,32.0,Islam,Private,173730.0,Husband,White,Private,Bruceview,0
8529,Mr. Sam Vincent Alexander,45.0,Christianity,Private,242861.0,Husband,White,Private,Oxford,0
8531,Dr. Harry Jean Evans,40.0,Christianity,State-gov,199381.0,Wife,White,State-gov,Swindon,0
8553,Mr. Mark Pearce,47.0,Christianity,Private,128796.0,Husband,White,Private,Morganberg,0
8557,Ronald Anderson,49.0,Christianity,Private,218676.0,Husband,White,Private,Oxford,0
8565,Mr. Dennis Jones,47.0,Christianity,Self-emp-inc,328216.0,Husband,White,Self-emp-inc,South Kimberley,0
8570,Glen Hanson,30.0,Christianity,Private,130856.0,Husband,White,Private,Oxford,0
8578,Mr. Albert Benjamin Whittaker,40.0,Christianity,Private,96129.0,Husband,White,Private,Curtischester,0
8582,Vincent Hale,58.0,Christianity,Private,220789.0,Not-in-family,White,Private,Swindon,0
8583,Damien Ellis,33.0,Christianity,Private,101345.0,Wife,White,Private,Swindon,0
8585,Mr. Howard Kevin Shaw,40.0,Christianity,Self-emp-inc,64885.0,Husband,White,Self-emp-inc,Swindon,0
8589,Mr. Jacob Eric Greenwood,47.0,Christianity,Private,130364.0,Unmarried,White,Private,Edinburgh,0
8590,Dr. Edward Walters,59.0,Christianity,Local-gov,147428.0,Husband,White,Local-gov,Evansport,0
8599,Mr. Philip Young,53.0,Christianity,Local-gov,246197.0,Husband,White,Local-gov,New John,0
8617,Mr. Jordan Reynolds,43.0,Christianity,Private,46221.0,Not-in-family,White,Private,Edinburgh,0
8638,Philip Ryan Martin,49.0,Christianity,?,184513.0,Husband,White,?,Edinburgh,0
8658,Luke Stanley Thompson,38.0,Christianity,Private,343721.0,Husband,White,Private,Swindon,0
8676,Dr. Robin Smith,43.0,Christianity,Private,220776.0,Husband,White,Private,Bristol,0
8679,Norman Hughes,42.0,Christianity,Private,154374.0,Husband,White,Private,Janetchester,0
8684,Clive Kelly,46.0,Not Stated,Private,330087.0,Husband,White,Private,Swindon,0
8692,Ashley Walsh,43.0,Not Stated,Private,252519.0,Husband,Black,Private,Oxford,0
8704,Mr. Liam Evans,29.0,Not Stated,Private,183111.0,Husband,White,Private,Waltonville,0
8716,Dr. Robin Clifford Graham,50.0,Christianity,Self-emp-not-inc,355978.0,Husband,White,Self-emp-not-inc,Swindon,0
8726,Mr. Graham Carroll,59.0,Christianity,State-gov,198145.0,Husband,White,State-gov,New Jayneton,0
8728,Mr. Denis Howarth,51.0,Not Stated,Private,98791.0,Husband,White,Private,Swindon,0
8755,Mrs. Shaun Josephine Roberts,24.0,Other religions,Private,510072.0,Wife,White,Private,Swindon,0
8767,Mr. Nigel Scott,48.0,Sikhism,Self-emp-inc,254291.0,Husband,White,Self-emp-inc,Shannonburgh,0
8796,Justin Marshall,43.0,Christianity,Self-emp-not-inc,264740.0,Husband,White,Self-emp-not-inc,Edinburgh,0
8798,Mr. Carl Russell Davis,34.0,Christianity,Private,189759.0,Husband,White,Private,Swindon,0
8813,Mr. Jeremy Karl Brookes,58.0,Christianity,Private,51499.0,Husband,White,Private,Sunderland,0
8815,Bruce Todd,38.0,Christianity,Private,179481.0,Not-in-family,White,Private,Edinburgh,0
8823,Raymond Rhys Oliver,55.0,Christianity,Private,249072.0,Husband,White,Private,Paulastad,0
8830,Mr. Luke Hayward,50.0,Christianity,Private,28334.0,Husband,White,Private,Swindon,0
8833,Reece Mohamed Page,37.0,Christianity,Private,188069.0,Husband,White,Private,Swindon,0
8850,Mr. Justin Clark,53.0,Christianity,Federal-gov,279337.0,Husband,White,Federal-gov,Paulahaven,0
8867,Owen Garner,29.0,Not Stated,Private,197932.0,Wife,White,Private,Oxford,0
8873,Victor Collins,40.0,Not Stated,Private,168071.0,Own-child,White,Private,Edinburgh,0
8883,Jamie Naylor,32.0,Christianity,Private,191856.0,Wife,White,Private,Swindon,0
8884,Joe Kelly Woodward,41.0,Christianity,Local-gov,233891.0,Unmarried,Black,Local-gov,Edinburgh,0
8885,Mr. Derek Price,61.0,Christianity,Self-emp-not-inc,96073.0,Husband,White,Self-emp-not-inc,Swindon,0
8887,Mr. Garry Freeman,44.0,Christianity,Self-emp-not-inc,355856.0,Husband,Asian-Pac-Islander,Self-emp-not-inc,Edinburgh,0
8895,Mr. Albert William Green,37.0,Christianity,Private,227545.0,Husband,White,Private,Swindon,0
8916,Mr. Jake Russell Harris,31.0,Christianity,Private,241583.0,Husband,White,Private,Oxford,0
8928,Mr. Donald Aaron Wall,38.0,Christianity,Private,251396.0,Husband,White,Private,Swindon,0
8929,Russell Holland,65.0,Christianity,Private,477697.0,Husband,White,Private,Mayborough,0
8930,Mr. Gavin Whittaker,50.0,Christianity,Private,151584.0,Husband,White,Private,Swindon,0
